APPLICATION_ID|REFERENCE_ID|REQUESTED_PRODUCT_TYPE_CODE|REQUESTED_SUBPRODUCT_TYPE_CODE|REQUESTED_PROMO_TYPE_CODE|SOURCE_CHANNEL_TYPE_CODE|EXTERNAL_TRACKING_CODE|SOURCE_IP|ORIGINATION_DTTM|TERMS_ACCEPTANCE_RESPONSE|TERMS_ACCEPTANCE_DTTM|CURRENT_DECISION_ID|CURRENT_QUEUE_TYPE_CODE|CURRENT_DECISION_STATUS_TYPE_CODE|APPLICATION_STATUS_TYPE_CODE|CHECKED_OUT_USER_ID|CHNG_DTTM|INSRT_TS|CHNG_TS|INSRT_USR_ID|CHNG_USR_ID|ACTIVE_FLAG|BEST_GUEST_MATCH_FLAG|TRIPS_090_DAYS|TRIPS_180_DAYS|TRIPS_270_DAYS|TRIPS_360_DAYS|SOURCE_CODE|IP_ADDRESS|FUND_TRANSFER_AUTHORIZE|ELECTRONIC_CONSENT|CARD_AGREEMENT|PRIVACY_POLICY|MESSAGE_VERSION_NUMBER|SOLICITATION_STORE_NUMBER|RINGING_STORE_NUMBER|SOLICITATION_TEAM_MEMBER|RINGING_TEAM_MEMBER|PRIVATE_LABEL_ONLY|CO_BRAND_ONLY|TERMS_VERSION|APR_TYPE|POS_BASKET_SIZE|PRE_APPROVED_ID|PRE_APPROVED_CODE|SOLICITATION_OFFER|PIN_SELECTED|WEB_DATA_1|WEB_DATA_2|WEB_DATA_3|WEB_DATA_4|WEB_DATA_5
33492|TCC-180123027942|1|||2|||2013-07-09 17:02:17.576113|1|2018-01-23 18:42:59.879000|33972|14|3|1||2018-01-23 16:56:53.983833|2013-07-09 17:02:17.576113|2018-01-23 18:43:00.517633|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|954|2455|23236|28986|1|0|F832315R0812117|1|0|333|12|555|0|RZUNrUQPZBhveK3m52s9fRtefwmOB8M2MXXAPoYxK5Zc9Q8aAVBOUm6qY9gQhhTORkLAQEQDvzLy96aayPQ7x451067ruKAgbnfD|RZUNrUQPZBhveK3m52s9fRtefwmOB8M2MXXAPoYxK5Zc9Q8aAVBOUm6qY9gQhhTORkLAQEQDvzLy96aayPQ7x451067ruKAgbnfD|RZUNrUQPZBhveK3m52s9fRtefwmOB8M2MXXAPoYxK5Zc9Q8aAVBOUm6qY9gQhhTORkLAQEQDvzLy96aayPQ7x451067ruKAgbnfD|RZUNrUQPZBhveK3m52s9fRtefwmOB8M2MXXAPoYxK5Zc9Q8aAVBOUm6qY9gQhhTORkLAQEQDvzLy96aayPQ7x451067ruKAgbnfD|RZUNrUQPZBhveK3m52s9fRtefwmOB8M2MXXAPoYxK5Zc9Q8aAVBOUm6qY9gQhhTORkLAQEQDvzLy96aayPQ7x451067ruKAgbnfD
33490|TCC-180123028005|1|||2|||2013-07-09 17:12:16.349605|1|2018-01-23 18:43:44.834000|33970|14|3|1||2018-01-23 17:07:40.014031|2013-07-09 17:12:16.349605|2018-01-23 18:43:45.534796|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|955|2179|30036|22744|1|0|F832315R0812117|1|3|333|12|555|0|ZVJMoF2FBr6EFu9z5T3UUNduY9KiOtWm2leut6U2M9KWMS5cpNkhqEODBxcrP2VJXoTVlxfaS0eoTJPx3mnXwhpHme3oPfTi8AvS|ZVJMoF2FBr6EFu9z5T3UUNduY9KiOtWm2leut6U2M9KWMS5cpNkhqEODBxcrP2VJXoTVlxfaS0eoTJPx3mnXwhpHme3oPfTi8AvS|ZVJMoF2FBr6EFu9z5T3UUNduY9KiOtWm2leut6U2M9KWMS5cpNkhqEODBxcrP2VJXoTVlxfaS0eoTJPx3mnXwhpHme3oPfTi8AvS|ZVJMoF2FBr6EFu9z5T3UUNduY9KiOtWm2leut6U2M9KWMS5cpNkhqEODBxcrP2VJXoTVlxfaS0eoTJPx3mnXwhpHme3oPfTi8AvS|ZVJMoF2FBr6EFu9z5T3UUNduY9KiOtWm2leut6U2M9KWMS5cpNkhqEODBxcrP2VJXoTVlxfaS0eoTJPx3mnXwhpHme3oPfTi8AvS
33487|TCC-180123028002|1|||2|||2013-07-09 17:12:17.361680|1|2018-01-23 18:43:49.664000|33967|14|3|1||2018-01-23 17:07:11.593568|2013-07-09 17:12:17.361680|2018-01-23 18:43:50.273589|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|956|302|17014|27885|1|0|F832315R0812117|1|3|333|12|555|0|4SWoLOvkzTHHUtNGaa5w8GYB4MpMvzoitUPJ5k6APZkp6H3Cwm8VETVQmvQfxnThREhiYPYVPfgbdYXbCtnjIrzSGuTmmKPDLwBK|4SWoLOvkzTHHUtNGaa5w8GYB4MpMvzoitUPJ5k6APZkp6H3Cwm8VETVQmvQfxnThREhiYPYVPfgbdYXbCtnjIrzSGuTmmKPDLwBK|4SWoLOvkzTHHUtNGaa5w8GYB4MpMvzoitUPJ5k6APZkp6H3Cwm8VETVQmvQfxnThREhiYPYVPfgbdYXbCtnjIrzSGuTmmKPDLwBK|4SWoLOvkzTHHUtNGaa5w8GYB4MpMvzoitUPJ5k6APZkp6H3Cwm8VETVQmvQfxnThREhiYPYVPfgbdYXbCtnjIrzSGuTmmKPDLwBK|4SWoLOvkzTHHUtNGaa5w8GYB4MpMvzoitUPJ5k6APZkp6H3Cwm8VETVQmvQfxnThREhiYPYVPfgbdYXbCtnjIrzSGuTmmKPDLwBK
33473|TCC-180123027935|1|||2|||2013-07-09 17:02:22.225797|1|2018-01-23 18:43:03.165000|33953|14|3|1||2018-01-23 16:55:47.249726|2013-07-09 17:02:22.225797|2018-01-23 18:43:03.797604|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|957|328|436|17829|1|0|F832315R0812117|1|2|333|12|555|0|JbxzjHRQVvmpnedBxWJGTjcTHHQEys1cLW7MJPcecOp81BznELT351qO6OsTMbetmD2x24gBo6zzPnqSPslNnxNAhp33SzKHHUdf|JbxzjHRQVvmpnedBxWJGTjcTHHQEys1cLW7MJPcecOp81BznELT351qO6OsTMbetmD2x24gBo6zzPnqSPslNnxNAhp33SzKHHUdf|JbxzjHRQVvmpnedBxWJGTjcTHHQEys1cLW7MJPcecOp81BznELT351qO6OsTMbetmD2x24gBo6zzPnqSPslNnxNAhp33SzKHHUdf|JbxzjHRQVvmpnedBxWJGTjcTHHQEys1cLW7MJPcecOp81BznELT351qO6OsTMbetmD2x24gBo6zzPnqSPslNnxNAhp33SzKHHUdf|JbxzjHRQVvmpnedBxWJGTjcTHHQEys1cLW7MJPcecOp81BznELT351qO6OsTMbetmD2x24gBo6zzPnqSPslNnxNAhp33SzKHHUdf
33452|TCC-180123027906|1|||2|||2013-07-09 16:52:03.629396|1|2018-01-23 18:43:09.656000|33932|14|3|1||2018-01-23 16:50:50.757304|2013-07-09 16:52:03.629396|2018-01-23 18:43:10.469535|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|958|2771|25639|13722|1|0|F832315R0812117|1|0|333|12|555|0|YofCpGnM0wIXO0kJRgK8qbI6QxmYrEBkrEMRTsfvJ5BXPrpQdIf2kI9cqJjS99ZYjNs0VR6dXfmCDKzxW8Ae1UDT67FgUl3yKeZe|YofCpGnM0wIXO0kJRgK8qbI6QxmYrEBkrEMRTsfvJ5BXPrpQdIf2kI9cqJjS99ZYjNs0VR6dXfmCDKzxW8Ae1UDT67FgUl3yKeZe|YofCpGnM0wIXO0kJRgK8qbI6QxmYrEBkrEMRTsfvJ5BXPrpQdIf2kI9cqJjS99ZYjNs0VR6dXfmCDKzxW8Ae1UDT67FgUl3yKeZe|YofCpGnM0wIXO0kJRgK8qbI6QxmYrEBkrEMRTsfvJ5BXPrpQdIf2kI9cqJjS99ZYjNs0VR6dXfmCDKzxW8Ae1UDT67FgUl3yKeZe|YofCpGnM0wIXO0kJRgK8qbI6QxmYrEBkrEMRTsfvJ5BXPrpQdIf2kI9cqJjS99ZYjNs0VR6dXfmCDKzxW8Ae1UDT67FgUl3yKeZe
33449|TCC-180123027939|1|||2|||2013-07-09 17:02:21.217259|1|2018-01-23 18:43:01.487000|33929|14|3|1||2018-01-23 16:56:26.295404|2013-07-09 17:02:21.217259|2018-01-23 18:43:02.198861|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|959|3265|13335|17125|1|0|F832315R0812117|1|0|333|12|555|0|lLbLQl2TsFk22e2om6j4d6a71KrseDUd7kyrozMBppmOcLXyj7dEOysT5x0VPv0DoQRAmma65pdb1iQdirWrYnRJLg506nbY85r1|lLbLQl2TsFk22e2om6j4d6a71KrseDUd7kyrozMBppmOcLXyj7dEOysT5x0VPv0DoQRAmma65pdb1iQdirWrYnRJLg506nbY85r1|lLbLQl2TsFk22e2om6j4d6a71KrseDUd7kyrozMBppmOcLXyj7dEOysT5x0VPv0DoQRAmma65pdb1iQdirWrYnRJLg506nbY85r1|lLbLQl2TsFk22e2om6j4d6a71KrseDUd7kyrozMBppmOcLXyj7dEOysT5x0VPv0DoQRAmma65pdb1iQdirWrYnRJLg506nbY85r1|lLbLQl2TsFk22e2om6j4d6a71KrseDUd7kyrozMBppmOcLXyj7dEOysT5x0VPv0DoQRAmma65pdb1iQdirWrYnRJLg506nbY85r1
33447|TCC-180123027922|1|||2|||2013-07-09 17:02:25.725101|1|2018-01-23 18:42:56.132000|33927|14|3|1||2018-01-23 16:53:38.969882|2013-07-09 17:02:25.725101|2018-01-23 18:42:57.192471|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|960|304|8600|19748|1|0|F832315R0812117|1|0|333|12|555|0|sUWdeazVUhjEqD0jM8rIDYeBDSdw8tBW8HRIKf1dbDe65lxvSCCjyAJ5seL5JxsQc1BlXRihY5osYPOvLUVGt3toB2gOLHI5s2to|sUWdeazVUhjEqD0jM8rIDYeBDSdw8tBW8HRIKf1dbDe65lxvSCCjyAJ5seL5JxsQc1BlXRihY5osYPOvLUVGt3toB2gOLHI5s2to|sUWdeazVUhjEqD0jM8rIDYeBDSdw8tBW8HRIKf1dbDe65lxvSCCjyAJ5seL5JxsQc1BlXRihY5osYPOvLUVGt3toB2gOLHI5s2to|sUWdeazVUhjEqD0jM8rIDYeBDSdw8tBW8HRIKf1dbDe65lxvSCCjyAJ5seL5JxsQc1BlXRihY5osYPOvLUVGt3toB2gOLHI5s2to|sUWdeazVUhjEqD0jM8rIDYeBDSdw8tBW8HRIKf1dbDe65lxvSCCjyAJ5seL5JxsQc1BlXRihY5osYPOvLUVGt3toB2gOLHI5s2to
33433|TCC-180123027893|1|||2|||2013-07-09 16:52:04.797548|1|2018-01-23 18:43:11.482000|33913|14|3|1||2018-01-23 16:48:35.786840|2013-07-09 16:52:04.797548|2018-01-23 18:43:12.800643|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|961|1140|24386|30969|1|0|F832315R0812117|1|3|333|12|555|0|Ky9CH29e2owBVEdd94vDUMb8PsbRYdUxmlKnfcA6JECpFPDCYI1mYdCDIDgbfiM4SrUt3XvfqKqbMUVB8PtG5KkudXKc0U1HY84l|Ky9CH29e2owBVEdd94vDUMb8PsbRYdUxmlKnfcA6JECpFPDCYI1mYdCDIDgbfiM4SrUt3XvfqKqbMUVB8PtG5KkudXKc0U1HY84l|Ky9CH29e2owBVEdd94vDUMb8PsbRYdUxmlKnfcA6JECpFPDCYI1mYdCDIDgbfiM4SrUt3XvfqKqbMUVB8PtG5KkudXKc0U1HY84l|Ky9CH29e2owBVEdd94vDUMb8PsbRYdUxmlKnfcA6JECpFPDCYI1mYdCDIDgbfiM4SrUt3XvfqKqbMUVB8PtG5KkudXKc0U1HY84l|Ky9CH29e2owBVEdd94vDUMb8PsbRYdUxmlKnfcA6JECpFPDCYI1mYdCDIDgbfiM4SrUt3XvfqKqbMUVB8PtG5KkudXKc0U1HY84l
33432|TCC-180123027891|1|||2|||2013-07-09 16:52:05.767470|1|2018-01-23 18:43:13.862000|33912|14|3|1||2018-01-23 16:48:17.269360|2013-07-09 16:52:05.767470|2018-01-23 18:43:14.906600|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|962|1816|4361|2146|1|0|F832315R0812117|1|1|333|12|555|0|dc8susuARcmVXDBhX1vdzP7jOZIjFoaSxl85AXj7xwQRYNbKawl94bhfylvzzah2GaBs8Pl3q2S7T9t3z8uzpbNVQ2frU5gQQBy3|dc8susuARcmVXDBhX1vdzP7jOZIjFoaSxl85AXj7xwQRYNbKawl94bhfylvzzah2GaBs8Pl3q2S7T9t3z8uzpbNVQ2frU5gQQBy3|dc8susuARcmVXDBhX1vdzP7jOZIjFoaSxl85AXj7xwQRYNbKawl94bhfylvzzah2GaBs8Pl3q2S7T9t3z8uzpbNVQ2frU5gQQBy3|dc8susuARcmVXDBhX1vdzP7jOZIjFoaSxl85AXj7xwQRYNbKawl94bhfylvzzah2GaBs8Pl3q2S7T9t3z8uzpbNVQ2frU5gQQBy3|dc8susuARcmVXDBhX1vdzP7jOZIjFoaSxl85AXj7xwQRYNbKawl94bhfylvzzah2GaBs8Pl3q2S7T9t3z8uzpbNVQ2frU5gQQBy3
33427|TCC-180123027879|1|||2|||2013-07-09 16:52:09.633243|1|2018-01-23 18:43:17.333000|33907|14|3|1||2018-01-23 16:46:17.614570|2013-07-09 16:52:09.633243|2018-01-23 18:43:17.952139|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|963|697|2694|349|1|0|F832315R0812117|1|2|333|12|555|0|bQL1ehlqqqIuQbvXsAgTncLxqvIUFCDgkUMht1Iq6k0vjXXgZEWLph6hTFKRd3yx9oO1s2lp8SWgoz8VXzVggW5i4JVmfte5Ts0N|bQL1ehlqqqIuQbvXsAgTncLxqvIUFCDgkUMht1Iq6k0vjXXgZEWLph6hTFKRd3yx9oO1s2lp8SWgoz8VXzVggW5i4JVmfte5Ts0N|bQL1ehlqqqIuQbvXsAgTncLxqvIUFCDgkUMht1Iq6k0vjXXgZEWLph6hTFKRd3yx9oO1s2lp8SWgoz8VXzVggW5i4JVmfte5Ts0N|bQL1ehlqqqIuQbvXsAgTncLxqvIUFCDgkUMht1Iq6k0vjXXgZEWLph6hTFKRd3yx9oO1s2lp8SWgoz8VXzVggW5i4JVmfte5Ts0N|bQL1ehlqqqIuQbvXsAgTncLxqvIUFCDgkUMht1Iq6k0vjXXgZEWLph6hTFKRd3yx9oO1s2lp8SWgoz8VXzVggW5i4JVmfte5Ts0N
33416|TCC-180123027867|1|||2|||2013-07-09 16:52:13.332611|1|2018-01-23 18:43:19.006000|33896|14|3|1||2018-01-23 16:44:16.139750|2013-07-09 16:52:13.332611|2018-01-23 18:43:19.590912|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|964|2270|18846|23059|1|0|F832315R0812117|1|2|333|12|555|0|YP1apC83EhHmgiMdxBqmyYi8jsGprHHy8uvUxUYZ7oOnaLet87zrUc3dD1i2kBsURYCoDOAQPQpEkORkxuiI2NCqZVYHXStne0Hb|YP1apC83EhHmgiMdxBqmyYi8jsGprHHy8uvUxUYZ7oOnaLet87zrUc3dD1i2kBsURYCoDOAQPQpEkORkxuiI2NCqZVYHXStne0Hb|YP1apC83EhHmgiMdxBqmyYi8jsGprHHy8uvUxUYZ7oOnaLet87zrUc3dD1i2kBsURYCoDOAQPQpEkORkxuiI2NCqZVYHXStne0Hb|YP1apC83EhHmgiMdxBqmyYi8jsGprHHy8uvUxUYZ7oOnaLet87zrUc3dD1i2kBsURYCoDOAQPQpEkORkxuiI2NCqZVYHXStne0Hb|YP1apC83EhHmgiMdxBqmyYi8jsGprHHy8uvUxUYZ7oOnaLet87zrUc3dD1i2kBsURYCoDOAQPQpEkORkxuiI2NCqZVYHXStne0Hb
33407|TCC-180123027886|1|||2|||2013-07-09 16:52:08.444570|1|2018-01-23 18:43:15.785000|33887|14|3|1||2018-01-23 16:47:27.103737|2013-07-09 16:52:08.444570|2018-01-23 18:43:16.400532|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|965|1025|14414|20649|1|0|F832315R0812117|1|2|333|12|555|0|aXXZAmmLfRkd8JeV9cjvihd4SVx1UlXcKmU9JXueGzUciyuBhTNgWeEMrtfhcKFlZzVJWW6SkpG3zEsk6uavy20nS3a8gL9PG5a5|aXXZAmmLfRkd8JeV9cjvihd4SVx1UlXcKmU9JXueGzUciyuBhTNgWeEMrtfhcKFlZzVJWW6SkpG3zEsk6uavy20nS3a8gL9PG5a5|aXXZAmmLfRkd8JeV9cjvihd4SVx1UlXcKmU9JXueGzUciyuBhTNgWeEMrtfhcKFlZzVJWW6SkpG3zEsk6uavy20nS3a8gL9PG5a5|aXXZAmmLfRkd8JeV9cjvihd4SVx1UlXcKmU9JXueGzUciyuBhTNgWeEMrtfhcKFlZzVJWW6SkpG3zEsk6uavy20nS3a8gL9PG5a5|aXXZAmmLfRkd8JeV9cjvihd4SVx1UlXcKmU9JXueGzUciyuBhTNgWeEMrtfhcKFlZzVJWW6SkpG3zEsk6uavy20nS3a8gL9PG5a5
29434|TCC-180123023877|1|||2|||2013-07-09 14:22:03.483897|1|2018-01-23 18:42:17.743000|29914|14|3|1||2018-01-23 14:20:56.756451|2013-07-09 14:22:03.483897|2018-01-23 18:42:18.377112|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|966|2767|12778|21825|1|0|F832315R0812117|1|1|333|12|555|0|uRQTEjX4jYsxwLlSKGmlxz4XuO7a76I1PufaL0ckmAOsPqPNHjUMA1iDlQnlyquXXOIsAgZWm7qK7KUvLsUQxzq5PNWf6AQkItvq|uRQTEjX4jYsxwLlSKGmlxz4XuO7a76I1PufaL0ckmAOsPqPNHjUMA1iDlQnlyquXXOIsAgZWm7qK7KUvLsUQxzq5PNWf6AQkItvq|uRQTEjX4jYsxwLlSKGmlxz4XuO7a76I1PufaL0ckmAOsPqPNHjUMA1iDlQnlyquXXOIsAgZWm7qK7KUvLsUQxzq5PNWf6AQkItvq|uRQTEjX4jYsxwLlSKGmlxz4XuO7a76I1PufaL0ckmAOsPqPNHjUMA1iDlQnlyquXXOIsAgZWm7qK7KUvLsUQxzq5PNWf6AQkItvq|uRQTEjX4jYsxwLlSKGmlxz4XuO7a76I1PufaL0ckmAOsPqPNHjUMA1iDlQnlyquXXOIsAgZWm7qK7KUvLsUQxzq5PNWf6AQkItvq
29432|TCC-180123023875|1|||2|||2013-07-09 14:22:06.121638|1|2018-01-23 18:42:19.339000|29912|14|3|1||2018-01-23 14:20:37.922851|2013-07-09 14:22:06.121638|2018-01-23 18:42:20.118813|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|967|306|1654|28305|1|0|F832315R0812117|1|2|333|12|555|0|Xp0zGIRP4szflVonTL2rCrHymuydXV9sxQG7SsrVVhaaLnWJzq5BHr5mcZiGju0gd2DQdfQwtFmn7mZPSMP69IO9zSDfb9KhS3K5|Xp0zGIRP4szflVonTL2rCrHymuydXV9sxQG7SsrVVhaaLnWJzq5BHr5mcZiGju0gd2DQdfQwtFmn7mZPSMP69IO9zSDfb9KhS3K5|Xp0zGIRP4szflVonTL2rCrHymuydXV9sxQG7SsrVVhaaLnWJzq5BHr5mcZiGju0gd2DQdfQwtFmn7mZPSMP69IO9zSDfb9KhS3K5|Xp0zGIRP4szflVonTL2rCrHymuydXV9sxQG7SsrVVhaaLnWJzq5BHr5mcZiGju0gd2DQdfQwtFmn7mZPSMP69IO9zSDfb9KhS3K5|Xp0zGIRP4szflVonTL2rCrHymuydXV9sxQG7SsrVVhaaLnWJzq5BHr5mcZiGju0gd2DQdfQwtFmn7mZPSMP69IO9zSDfb9KhS3K5
29411|TCC-180123023866|1|||2|||2013-07-09 14:22:13.490058|1|2018-01-23 18:42:15.490000|29891|14|3|1||2018-01-23 14:19:16.888932|2013-07-09 14:22:13.490058|2018-01-23 18:42:16.263785|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|968|274|20201|27788|1|0|9802000004081710|1|3|333|12|555|0|2iQY0LaF22MfwXnyarKRYFDk3O8yLTU6LeHScT86KkPiegkR66ArmDUUQRfsUWuisVGa1jFWrRwRMhTcU9AsxAiMZZ4WGCMomH6X|2iQY0LaF22MfwXnyarKRYFDk3O8yLTU6LeHScT86KkPiegkR66ArmDUUQRfsUWuisVGa1jFWrRwRMhTcU9AsxAiMZZ4WGCMomH6X|2iQY0LaF22MfwXnyarKRYFDk3O8yLTU6LeHScT86KkPiegkR66ArmDUUQRfsUWuisVGa1jFWrRwRMhTcU9AsxAiMZZ4WGCMomH6X|2iQY0LaF22MfwXnyarKRYFDk3O8yLTU6LeHScT86KkPiegkR66ArmDUUQRfsUWuisVGa1jFWrRwRMhTcU9AsxAiMZZ4WGCMomH6X|2iQY0LaF22MfwXnyarKRYFDk3O8yLTU6LeHScT86KkPiegkR66ArmDUUQRfsUWuisVGa1jFWrRwRMhTcU9AsxAiMZZ4WGCMomH6X
29400|TCC-180123023843|1|||2|||2013-07-09 14:22:23.494875|1|2018-01-23 18:42:24.840000|29880|14|3|1||2018-01-23 14:15:33.240675|2013-07-09 14:22:23.494875|2018-01-23 18:42:25.459257|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|969|2802|28342|10846|1|0|9802000004081710|1|0|333|12|555|0|bXN2AYFP5JAazf2ZQB4o4PLp0LFH0bIkQi9to6Tit1tMLhsUbi90KtWnV1crWrWV1oXJGeOLQ6BUD0vwy64SYkbZJqz9H9koYAyI|bXN2AYFP5JAazf2ZQB4o4PLp0LFH0bIkQi9to6Tit1tMLhsUbi90KtWnV1crWrWV1oXJGeOLQ6BUD0vwy64SYkbZJqz9H9koYAyI|bXN2AYFP5JAazf2ZQB4o4PLp0LFH0bIkQi9to6Tit1tMLhsUbi90KtWnV1crWrWV1oXJGeOLQ6BUD0vwy64SYkbZJqz9H9koYAyI|bXN2AYFP5JAazf2ZQB4o4PLp0LFH0bIkQi9to6Tit1tMLhsUbi90KtWnV1crWrWV1oXJGeOLQ6BUD0vwy64SYkbZJqz9H9koYAyI|bXN2AYFP5JAazf2ZQB4o4PLp0LFH0bIkQi9to6Tit1tMLhsUbi90KtWnV1crWrWV1oXJGeOLQ6BUD0vwy64SYkbZJqz9H9koYAyI
29397|TCC-180123023840|1|||2|||2013-07-09 14:22:25.679308|1|2018-01-23 18:42:23.171000|29877|14|3|1||2018-01-23 14:15:04.393469|2013-07-09 14:22:25.679308|2018-01-23 18:42:23.784817|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|970|1421|14905|11628|1|0|9802000004081710|1|0|333|12|555|0|hehxPD0RD5ZxtnpBBo63m5atf3CWPFaGlLFFMN8EBbvkxlqZZdcQ4A5cgpSjjTgdK4PZsYHu0Sj8dIpFA5H0ibYpLMjhtHvU6BFG|hehxPD0RD5ZxtnpBBo63m5atf3CWPFaGlLFFMN8EBbvkxlqZZdcQ4A5cgpSjjTgdK4PZsYHu0Sj8dIpFA5H0ibYpLMjhtHvU6BFG|hehxPD0RD5ZxtnpBBo63m5atf3CWPFaGlLFFMN8EBbvkxlqZZdcQ4A5cgpSjjTgdK4PZsYHu0Sj8dIpFA5H0ibYpLMjhtHvU6BFG|hehxPD0RD5ZxtnpBBo63m5atf3CWPFaGlLFFMN8EBbvkxlqZZdcQ4A5cgpSjjTgdK4PZsYHu0Sj8dIpFA5H0ibYpLMjhtHvU6BFG|hehxPD0RD5ZxtnpBBo63m5atf3CWPFaGlLFFMN8EBbvkxlqZZdcQ4A5cgpSjjTgdK4PZsYHu0Sj8dIpFA5H0ibYpLMjhtHvU6BFG
29393|TCC-180123023836|1|||2|||2013-07-09 14:22:27.905196|1|2018-01-23 18:42:26.280000|29873|14|3|1||2018-01-23 14:14:25.618212|2013-07-09 14:22:27.905196|2018-01-23 18:42:26.855836|05945fa0-9c8b-11dd-ad8b-0800200c9a66|f4fd4f91-6a77-46c2-9e54-de71f7c16bbf|1|1|0|0|0|0|1000|192.1.199.1|0|1|0|1|1|981|675|21712|15639|1|0|9802000004081710|1|1|333|12|555|0|AFzhwmZ6wY3Mj6Wq5HfYI2xx4Zz6aWN9ZVwE1KXKDago6ycQs7n38YTrrFGKNuZPWfor9OJwHQxLGlb4F2aCXpSH4EOzlPB91sIV|AFzhwmZ6wY3Mj6Wq5HfYI2xx4Zz6aWN9ZVwE1KXKDago6ycQs7n38YTrrFGKNuZPWfor9OJwHQxLGlb4F2aCXpSH4EOzlPB91sIV|AFzhwmZ6wY3Mj6Wq5HfYI2xx4Zz6aWN9ZVwE1KXKDago6ycQs7n38YTrrFGKNuZPWfor9OJwHQxLGlb4F2aCXpSH4EOzlPB91sIV|AFzhwmZ6wY3Mj6Wq5HfYI2xx4Zz6aWN9ZVwE1KXKDago6ycQs7n38YTrrFGKNuZPWfor9OJwHQxLGlb4F2aCXpSH4EOzlPB91sIV|AFzhwmZ6wY3Mj6Wq5HfYI2xx4Zz6aWN9ZVwE1KXKDago6ycQs7n38YTrrFGKNuZPWfor9OJwHQxLGlb4F2aCXpSH4EOzlPB91sIV
